NO,KODE ACCURATE,NAMA BARANG,UPC/BARCODE,NAMA KATEGORI,NAMA BRAND,STATUS,STOK
2917,2511000104,NEW NB ASUS VIVOBOOK 14 M1405YA VIPS7151 Ryzen 7-7730U 16GB 512GB SSD 14″ WUXGA IPS Win 11 HOME + OHS 2021,,LAPTOP,ASUS,TIDAK,0
2918,2510000076,NEW NB ASUS VIVOBOOK 14 M1405YA VIPS7151M RYZEN 7-7730U 16GB 512GB 14″ IPS WIN 11 HOME + OHM 2024 + M365 (INDIE BLACK),,LAPTOP,ASUS,TIDAK,2
2919,2511000103,NEW NB ASUS VIVOBOOK 14 M1405YA VIPS7152 Ryzen 7-7730U 16GB 512GB SSD 14″ WUXGA IPS Win 11 HOME + OHS 2021,,LAPTOP,ASUS,YA,0
2920,2511000113,NEW NB ASUS VIVOBOOK 14 M1405YA VIPS7152M RYZEN 7-7730U 16GB 512GB 14″ IPS WIN 11 HOME + OHS 2021 + M365 (COOL SILVER),,LAPTOP,ASUS,TIDAK,1
2921,2508000005,NEW NB ASUS VIVOBOOK 14 M1405YA VIPS751 RYZEN 7-7730U 16GB 512GB 14″ IPS WIN 11 HOME + OHS 2021 (INDIE BLACK),,LAPTOP,ASUS,TIDAK,0
2922,2503000575,NEW NB ASUS VIVOBOOK 14 M1405YA OLEDS711M RYZEN 7-7730U 16GB 1TB 14″ OLED 2.8K WIN 11 HOME + OHS 2021 + M365 (INDIE BLACK),,LAPTOP,ASUS,TIDAK,0
2923,2507000195,NEW NB ASUS VIVOBOOK 14 M1405YA-OLEDS713 RYZEN 7-7730U 16GB 1TB SSD 14″ 2.8K OLED WIN11 HOME+OHS 2021,,LAPTOP,ASUS,TIDAK,0
2924,2508000019,NEW NB ASUS VIVOBOOK 14 M1405YA OLEDS713M RYZEN 7-7730U 16GB 1TB 14″ OLED 2.8K WIN 11 HOME + OHS 2021 + M365 (COOL SILVER),4711387800850,LAPTOP,ASUS,TIDAK,0
2925,2510000031,NEW NB ASUS VIVOBOOK K16 K3605VC I535B1T-HM INTEL I5-13420H 8GB 512GB RTX3050 4GB 16″ IPS WIN 11 HOME + OHM 2024 + M365 (INDIE BLACK),,LAPTOP,ASUS,TIDAK,0
2926,2503000594,NEW NB ASUS VIVOBOOK K16 K3605VC I535B6T-HM INTEL I5-13420H 8/16GB 512GB RTX3050 4GB 16″ IPS WIN 11 HOME + OHM 2024 + M365 (INDIE BLACK) - LAMA,4711387893470,LAPTOP,ASUS,TIDAK,0
2927,2506000252,NEW NB ASUS VIVOBOOK GO 14 A1404VA VIPS551 INTEL I5-1335U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (QUIET BLUE),,LAPTOP,ASUS,TIDAK,0
2928,2508000215,NEW NB ASUS VIVOBOOK GO 14 A1404VA VIPS552M INTEL I5-1335U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 + M365 (TRANSPARANT SILVER),4711387761977,LAPTOP,ASUS,TIDAK,0
2929,2508000196,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD321 RYZEN 3-7320U 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2930,2508000276,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD321M RYZEN 3-7320U 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2931,2503000580,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD351 RYZEN 3-7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (MIXED BLACK),,LAPTOP,ASUS,YA,0
2932,2508000277,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD352M RYZEN 3-7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (COOL SILVER),,LAPTOP,ASUS,TIDAK,0
2933,2511000233,"NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD3821M RYZEN 3-7320U 8GB 256GB 14"" FHD WIN 11 HOME + OHM 2024 + M365 (MIXED BLACK)",4711387850732,LAPTOP,ASUS,TIDAK,1
2934,2511000185,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD3822M RYZEN 3-7320U 8GB 256GB 14″ FHD WIN 11 HOME + OHM 2024 + M365 (GREEN GREY),4711387860489,LAPTOP,ASUS,TIDAK,0
2935,2507000127,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD3851M RYZEN 3-7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (MIXED BLACK),4711387860496,LAPTOP,ASUS,TIDAK,1
2936,2509000147,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD3852M RYZEN 3-7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2024 + M365 (GREEN GREY),4711387904633,LAPTOP,ASUS,TIDAK,1
2937,2507000128,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD3853M RYZEN 3-7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (COOL SILVER),4711387904497,LAPTOP,ASUS,TIDAK,0
2938,2511000184,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS3851M RYZEN 3-7320U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 + M365 (MIXED BLACK),4711636207539,LAPTOP,ASUS,TIDAK,1
2939,2511000232,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS3852M RYZEN 3-7320U 8GB 512GB 14 FHD IPS WIN 11 HOME + OHM 2024 + M365 (GREEN GRAY),4711636207546,LAPTOP,ASUS,TIDAK,2
2940,2507000080,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS5151M RYZEN 5-7520U 16GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 + M365 (MIXED BLACK),4711387850756,LAPTOP,ASUS,TIDAK,3
2941,2507000081,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS5152M RYZEN 5-7520U 16GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 + M365 (GREEN GREY),4711387809402,LAPTOP,ASUS,TIDAK,1
2942,2507000082,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS5153M RYZEN 5-7520U 16GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 + M365 (COOL SILVER),4711387850763,LAPTOP,ASUS,TIDAK,2
2943,2505000181,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS558 RYZEN 5-7520U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2944,2506000253,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS558M RYZEN 5-7520U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 + M365 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2945,2505000182,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS559 RYZEN 5-7520U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (COOL SILVER),,LAPTOP,ASUS,TIDAK,0
2946,2505000183,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS559M RYZEN 5-7520U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 + M365 (COOL SILVER),,LAPTOP,ASUS,TIDAK,0
2947,2508000002,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS5851M RYZEN 5-7520U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,3
2948,2509000244,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS5852M RYZEN 5-7520U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (GREEN GREY),4711387850770,LAPTOP,ASUS,TIDAK,4
2949,2508000003,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS5853M RYZEN 5-7520U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (SILVER),4711387904596,LAPTOP,ASUS,TIDAK,6
2950,2503000584,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD322M RYZEN 3-7320U 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (GREEN GREY),,LAPTOP,ASUS,TIDAK,0
2951,2503000581,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD351M RYZEN 3-7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (MIXED BLACK),4711387723814,LAPTOP,ASUS,TIDAK,0
2952,2503000085,NEW NB ASUS VIVOBOOK GO 14 E1404FA FHD352 RYZEN 3-7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (COOL SILVER),,LAPTOP,ASUS,TIDAK,0
2953,2503000605,NEW NB ASUS VIVOBOOK GO 14 E1404FA-VIPS552 RYZEN 5 7520 16GB 512GB W11+OHS 14.0FHD IPS BLACK,,LAPTOP,ASUS,TIDAK,0
2954,2505000251,NEW NB ASUS VIVOBOOK GO 14 E1404FA VIPS552M RYZEN 5-7520U 16GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2955,2503000606,NEW NB ASUS VIVOBOOK GO 14 E1404FA-VIPS554 RYZEN 5 7520 16GB 512GB W11+OHS 14.0FHD IPS COOL SILVER,,LAPTOP,ASUS,TIDAK,0
2956,2503000579,NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD351M INTEL I3-N305 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2957,2507000281,NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD3821M INTEL I3-N305 8GB 256GB WIN 11 HOME + OHM 2021 + M365 (INDIE BLACK),4711636063166,LAPTOP,ASUS,TIDAK,6
2958,2507000274,"NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD3851M INTEL I3-N305 8GB 512GB 14"" FHD WIN 11 HOME + OHM 2024 + M365 (INDIE BLACK)",4711636017329,LAPTOP,ASUS,TIDAK,6
2959,2503000271,NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD351 INTEL I3-N305 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2960,2503000270,NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD352M INTEL I3-N305 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (GREEN GREY),,LAPTOP,ASUS,TIDAK,0
2961,2507000065,"NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD3853M INTEL I3-N305 8GB 512GB 14"" FHD WIN 11 HOME + OHM 2024 + M365 (COOL SILVER)",,LAPTOP,ASUS,TIDAK,0
2962,2504000035,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD426M INTEL CELERON N4500 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (PEACOCK BLUE),,LAPTOP,ASUS,TIDAK,1
2963,2504000036,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD429M INTEL CELERON N4500 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (STAR BLACK),,LAPTOP,ASUS,TIDAK,1
2964,2511000230,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD4821M N4500 8GB 256GB SSD 14″ FHD Win 11 Home+OHS 2021,,LAPTOP,ASUS,TIDAK,0
2965,2511000231,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD4823M N4500 8GB 256GB SSD 14″ FHD Win 11 Home+OHS 2021,,LAPTOP,ASUS,TIDAK,0
2966,2510000129,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD4851M N4500 8GB 512GB SSD 14″ FHD WIN 11 HOME + OHM 2024 + M365,,LAPTOP,ASUS,TIDAK,0
2967,2510000128,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD4853M N4500 8GB 512GB SSD 14″ FHD WIN 11 HOME + OHM 2024 + M365,,LAPTOP,ASUS,TIDAK,0
2968,2504000050,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD454 INTEL CELERON N4500 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (STAR BLACK),,LAPTOP,ASUS,TIDAK,0
2969,2504000049,NEW NB ASUS VIVOBOOK GO 14 E410KA FHD455 INTEL CELERON N4500 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (PEACOCK BLUE),,LAPTOP,ASUS,TIDAK,0
2970,2510000068,NEW NB ASUS VIVOBOOK GO 15 E1504FA VIPS3152M RYZEN 3-7320U 16GB 512GB 15.6″ FHD WIN 11 HOME + OHM 2024 + M365 (GREEN GREY),4711387860526,LAPTOP,ASUS,TIDAK,3
2971,2510000069,NEW NB ASUS VIVOBOOK GO 15 E1504FA VIPS3153M RYZEN 3-7320U 16GB 512GB 15.6″ FHD WIN 11 HOME + OHM 2024 + M365 (COOL SILVER),4711387860519,LAPTOP,ASUS,TIDAK,1
2972,2505000128,"NEW NB ASUS VIVOBOOK GO 15 E1504FA VIPS5151M RYZEN 5-7520U 16GB 512GB 15.6"" FHD WIN 11 HOME + OHM 2024 + M365 (MIXED BLACK)",,LAPTOP,ASUS,TIDAK,4
2973,2505000129,"NEW NB ASUS VIVOBOOK GO 15 E1504FA VIPS5153M RYZEN 5-7520U 16GB 512GB 15.6"" FHD WIN 11 HOME + OHM 2024 + M365 (COOL SILVER)",,LAPTOP,ASUS,TIDAK,0
2974,2505000016,NEW NB ASUS VIVOBOOK GO 15 E1504FA OLED351 RYZEN 3-7320U 8GB 512GB 15.6″ FHD WIN 11 HOME + OHS 2021 (COOL SILVER),,LAPTOP,ASUS,TIDAK,0
2975,2505000017,NEW NB ASUS VIVOBOOK GO 15 E1504FA OLED352 RYZEN 3-7320U 8GB 512GB 15.6″ FHD WIN 11 HOME + OHS 2021 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2976,2505000018,NEW NB ASUS VIVOBOOK GO 15 E1504FA OLED353 RYZEN 3-7320U 8GB 512GB 15.6″ FHD WIN 11 HOME + OHS 2021 (GREEN GREY),,LAPTOP,ASUS,TIDAK,0
2977,2507000111,NEW NB ASUS VIVOBOOK GO 15 E1504FA OLED353M RYZEN 3-7320U 8GB 512GB 15.6″ FHD WIN 11 HOME + OHS 2021 + M365 (GREEN GREY),4711387723944,LAPTOP,ASUS,TIDAK,1
2978,2506000331,NEW NB ASUS VIVOBOOK K16 K3605ZF VIPS551 INTEL I5-12500H 8GB 512GB RTX2050 4GB 16″ IPS WIN 11 HOME + OHS 2021 (INDIE BLACK),4711387731321,LAPTOP,ASUS,TIDAK,0
2979,2503000198,NEW NB ASUS VIVOBOOK K3605ZF-VIPS551 Intel® Core™ i5-12500H 8GB DDR4 512GB Windows 11 Home + Office Home & Student 2021,,LAPTOP,ASUS,YA,0
2980,2507000027,NEW NB ASUS VIVOBOOK S14 FLIP TN3402YA VIPS557 RYZEN 5-7430U 16GB 512GB 14″ IPS TOUCH WIN 11 HOME + OHS 2021 (TRANSPARENT SILVER),4711387630334,LAPTOP,ASUS,TIDAK,0
2981,2507000025,NEW NB ASUS VIVOBOOK S14 FLIP TN3402YA VIPS558M RYZEN 5-7430U 16GB 512GB 14″ IPS TOUCH WIN 11 HOME + OHS 2021 + M365 (QUIET BLUE),4711387730386,LAPTOP,ASUS,TIDAK,0
2982,2507000026,NEW NB ASUS VIVOBOOK S14 FLIP TN3402YA VIPS559M RYZEN 5-7430U 16GB 512GB 14″ IPS TOUCH WIN 11 HOME + OHS 2021 + M365 (TRANSPARANT SILVER),,LAPTOP,ASUS,TIDAK,0
2983,2510000065,NEW NB ASUS VIVOBOOK S14 M3407HA VIPS7112M RYZEN 7 260 16GB 1TB 14″ WIN 11 HOME + OHM 2024 + M365 (COOL SILVER),4711636047777,LAPTOP,ASUS,TIDAK,0
2984,2503000192,"NEW NB ASUS VIVOBOOK S14 M5406NA OLED552 R5 16GB 512GB 14"" WUXGA W11+OHS BLACK",,LAPTOP,ASUS,YA,0
2985,2506000316,NEW NB ASUS VIVOBOOK S14 M5406NA OLED552M RYZEN 5-7535HS 16GB 512GB 14″ OLED WIN 11 HOME + OHS 2021 + M365 (NEUTRAL BLACK),,LAPTOP,ASUS,TIDAK,0
2986,2505000079,NEW NB ASUS VIVOBOOK S14 S3407QA IPSP151M SNAPDRAGON X1 16GB 512GB 14″ 2.5K IPS WIN 11 HOME + OHM 2024 + M365 (MATTE GRAY),4711387973714,LAPTOP,ASUS,TIDAK,0
2987,2505000080,NEW NB ASUS VIVOBOOK S14 S3407QA IPSP152M SNAPDRAGON X1 16GB 512GB 14″ 2.5K IPS WIN 11 HOME + OHM 2024 + M365 (COOL SILVER),4711387973707,LAPTOP,ASUS,TIDAK,1
2988,2510000028,NEW NB ASUS VIVOBOOK S15 S5507QA OLEDSP11M SNAPDRAGON X1 PLUS 16GB 1TB 15.6″ 3K OLED WIN 11 HOME + OHS 2021 + M365 (COOL SILVER),,LAPTOP,ASUS,TIDAK,0
2989,2507000086,NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD321 INTEL I3-N305 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 (MIXED BLACK),,LAPTOP,ASUS,TIDAK,0
2990,2507000167,NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD322M INTEL I3-N305 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (GREEN GREY),,LAPTOP,ASUS,TIDAK,0
2991,2506000313,NEW NB ASUS ZENBOOK 14 OLED TOUCH UX3405CA ULTRA 9 285H 32GB 1TB W11+OHS 14.0 3K 120HZ EVO SLV - OLEDS9312TM,,LAPTOP,ASUS,TIDAK,0
2992,2504000449,NEW NB ASUS ZENBOOK A14 UX3407QA IPSP151M SNAPDRAGON X X1 26 100 16GB 512GB 14″ WIN 11 HOME + OHS 2024 + M365 (ZABRISKIE BEIGE),4711387869307,LAPTOP,ASUS,TIDAK,0
2993,2503000595,NEW NB ASUS ZENBOOK A14 UX3407QA IPSP152M SNAPDRAGON X X1 26 100 16GB 512GB 14″ WIN 11 HOME + OHS 2024 + M365 (ICELAND GREY),4711387913338,LAPTOP,ASUS,TIDAK,0
2994,2507000079,"NEW NB AXIOO SLIMBOOK HYPE 10 INTEL CELERON N4020 8GB 256GB 14"" TN DOS (MIDNIGHT BLACK)",,LAPTOP,AXIOO,TIDAK,0
2995,2507000078,"NEW NB AXIOO SLIMBOOK HYPE 10 INTEL CELERON N4020 8GB 256GB 14"" TN DOS (TITANIUM BROWN)",,LAPTOP,AXIOO,TIDAK,0
2996,2506000010,"NEW NB AXIOO SLIMBOOK HYPE 10 INTEL CELERON N4020 8GB 256GB 14"" TN WIN 11 HOME (TITANIUM BROWN)",,LAPTOP,AXIOO,TIDAK,2
2997,2506000011,"NEW NB AXIOO SLIMBOOK HYPE 10 INTEL CELERON N4020 8GB 256GB 14"" TN WIN 11 HOME (MIDNIGHT BLACK)",,LAPTOP,AXIOO,TIDAK,1
2998,2506000012,"NEW NB AXIOO MYBOOK HYPE 5 X6 RYZEN 5-6600H 16GB 512GB 14"" FHD IPS WIN 11 HOME (GREY)",,LAPTOP,AXIOO,TIDAK,0
2999,2506000013,"NEW NB AXIOO MYBOOK HYPE 7 X7-2 RYZEN 7-5825 8GB 512GB 14"" FHD IPS WIN 11 HOME (GREY)",,LAPTOP,AXIOO,TIDAK,2
3000,2506000192,"NEW NB AXIOO MYBOOK HYPE 7 X8 RYZEN 7-6800H 16GB 512GB 14"" FHD IPS WIN 11 HOME (GREY)",,LAPTOP,AXIOO,TIDAK,0
3001,2506000248,"NEW NB AXIOO MYBOOK HYPE 1 (NBAX23SC04GNB1) BLUE : INTEL CELERON N4020,8GB,128GB SSD M.2,14"",WIN 11 HOME - BLUE",,LAPTOP,AXIOO,TIDAK,0
3002,2506000249,"NEW NB AXIOO MYBOOK HYPE 1 (NBAX23SC04GNR1) GREY : INTEL CELERON N4020,8GB,384GB SSD M.2,14"",WIN 11 HOME - GREY",,LAPTOP,AXIOO,TIDAK,0
3003,2506000014,"NEW NB AXIOO PONGO 725 INTEL I7-12650H 16GB 512GB RTX2050 4GB 15.6"" FHD IPS WIN 11 HOME (GREY)",,LAPTOP,AXIOO,TIDAK,0
3004,2507000155,"NEW NB AXIOO PONGO 735 INTEL I7-13620H 16GB 512GB RTX3050 6GB 15.6"" FHD IPS WIN 11 HOME (GREY)",2507000155,LAPTOP,AXIOO,TIDAK,3
3005,2506000015,"NEW NB AXIOO PONGO 750 INTEL I7-13620H 16GB 512GB RTX4050 6GB 15.6"" FHD IPS WIN 11 HOME (GREY)",2506000015,LAPTOP,AXIOO,TIDAK,4
3006,2507000156,NEW NB AXIOO PONGO 760 V2 INTEL I7-13620H 16GB 512GB RTX4060 8GB 15.6 FHD IPS WIN 11 HOME (GREY),,LAPTOP,AXIOO,TIDAK,1
3007,2503000590,NEW NB Acer Aspire Go 14 AG14-31P-34GM Core i3-N305 8GB 512GB SSD 14″ WUXGA Win 11 Home+OHS 2021+M365 Pure Silver,,LAPTOP,ACER,TIDAK,0
3008,2503000616,NEW NB ASUS VIVOBOOK GO 14 E1404GA FHD323M INTEL I3-N305 8GB 256GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (COOL SILVER),4711387723906,LAPTOP,ASUS,TIDAK,0
3009,2510000176,"NEW NB DELL LATITUDE 5340 INTEL CORE i5 1345U VPRO 8GB 512GB 13,3 FHD IPS W11 PRO",,LAPTOP,DELL,TIDAK,0
3010,2503000597,NEW NB HP 14 EM0167AU RYZEN 7-7730U 16GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),198701070955,LAPTOP,HP,TIDAK,0
3011,2503000598,NEW NB HP 14 EM0168AU RYZEN 7-7730U 16GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (GOLD),198701070962,LAPTOP,HP,TIDAK,0
3012,2510000005,NEW NB HP 14 EM0320AU RYZEN 3-7320U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 (SILVER),198990874838,LAPTOP,HP,TIDAK,3
3013,2510000006,NEW NB HP 14 EM0321AU RYZEN 3-7320U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 (GOLD),198990874845,LAPTOP,HP,TIDAK,5
3014,2504000347,NEW NB HP 14 EM0333AU RYZEN 3 7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
3015,2510000169,NEW NB HP 14 EM0530AU RYZEN 5-7530U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 + M365,198990874852,LAPTOP,HP,TIDAK,1
3016,2510000170,NEW NB HP 14 EM0531AU RYZEN 5-7530U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHM 2024 + M365,198990874869,LAPTOP,HP,TIDAK,3
3017,2510000130,NEW NB HP 14 EP0260TU INTEL I3-1315U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (SILVER),198990874876,LAPTOP,HP,TIDAK,3
3018,2508000085,NEW NB HP 14 EP0266TU INTEL I3-1315U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
3019,2508000082,NEW NB HP 14 EP0555TU INTEL I3-1215U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
3020,2508000083,NEW NB HP 14 EP0556TU INTEL I3-1215U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (BLUE),,LAPTOP,HP,TIDAK,0
3021,2508000084,NEW NB HP 14 EP0557TU INTEL I3-1215U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (GOLD),,LAPTOP,HP,TIDAK,0
3022,2509000067,NEW NB HP 14 EP0611TU INTEL I5-1334U 16GB 512GB 14″ FHD WIN 11 HOME + OHM 2024 + M365 (SILVER),,LAPTOP,HP,TIDAK,0
3023,2503000379,NEW NB HP 14S DQ5127TU INTEL I3-1215U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
3024,2507000119,NEW NB HP 14 EM0018AU RYZEN 5-7530U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),197192650301,LAPTOP,HP,TIDAK,1
3025,2507000120,NEW NB HP 14 EM0019AU RYZEN 5-7530U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (GOLD),197192650325,LAPTOP,HP,TIDAK,6
3026,2509000044,NEW NB HP 14 EP0261TU INTEL I3-1315U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 + M365 (GOLD),198990874890,LAPTOP,HP,TIDAK,3
3027,2507000192,NEW NB HP 14 EP0633TU INTEL I5-1334U 8GB 512GB 14″ FHD WIN 11 HOME + OH2024 + M365 (SILVER),,LAPTOP,HP,TIDAK,0
3028,2509000295,NEW NB HP 14S DQ3145TU N4500 8GB 512GB SSD 14″ FHD WIN 11 HOME+OHM 2024+M365,,LAPTOP,HP,TIDAK,0
3029,2509000294,NEW NB HP 14S DQ3146TU N4500 8GB 512GB SSD 14″ FHD WIN 11 HOME+OHM 2024+M365,,LAPTOP,HP,TIDAK,0
3030,2503000124,NEW NB HP 14S DQ3888TU INTEL CELERON N4500 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
3031,2507000194,NEW NB HP 14S DQ5155TU INTEL I7-1255U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (SILVER),198415402660,LAPTOP,HP,TIDAK,0
3032,2503000599,NEW NB HP 14S DQ5227TU INTEL I5-1235U 8GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (SILVER),198828563866,LAPTOP,HP,TIDAK,0
3033,2504000051,NEW NB HP 14S DQ5568TU INTEL I3-1215U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
3034,2503000655,NEW NB HP 14 EM0332AU RYZEN 3 7320U 8GB 512GB 14″ FHD WIN 11 HOME + OHS 2021 (GOLD),,LAPTOP,HP,TIDAK,0
3035,2503000596,NEW NB HP 14S DQ5154TU INTEL I7-1255U 16GB 512GB 14″ FHD IPS WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
3036,2509000293,NEW NB HP 14 EP1733TU INTEL CORE 5 120U 8GB 512GB 14″ FHD WIN 11 HOME + OHM 2024 + M365 (SILVER),199485702353,LAPTOP,HP,TIDAK,1
3037,2507000064,NEW NB HP PAVILION X360 14 EK2051TU INTEL CORE 3 100U 8GB 512GB 14″ FHD IPS TOUCH WIN 11 HOME + OHS 2021 (BLUE),198415402974,LAPTOP,HP,TIDAK,3
3038,2505000127,NEW NB HP PAVILION X360 14 EK2111TU INTEL CORE 5 120U 16GB 512GB 14″ FHD IPS TOUCH WIN 11 HOME + OHS 2021 (SILVER),198122366255,LAPTOP,HP,TIDAK,0
3039,2507000061,NEW NB HP PAVILION X360 14 EK2123TU INTEL CORE 3 100U 8GB 512GB 14″ FHD IPS TOUCH WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,2
3040,2503000600,NEW NB HP PAVILION X360 14 EK2666TU INTEL CORE 7 150U 16GB 512GB 14″ FHD IPS TOUCH WIN 11 HOME + OHS 2021 (ROSE GOLD),,LAPTOP,HP,TIDAK,0
3041,2505000272,NEW NB HP PAVILION X360 14 EK2777TU INTEL CORE 7 150U 16GB 512GB 14″ FHD IPS TOUCH WIN 11 HOME + OHS 2021 (SILVER),,LAPTOP,HP,TIDAK,0
